source_id,prompt,generated_continuation,true_continuation,label,source_category,rouge_l_score,matched_token_count,longest_common_ngram_len,flag_reason,assigned_reason
book_openings/Alice's_Adventures_Underground.txt,"[Illustration] Alice was beginning to get very tired of sitting by her sister on the bank, and of having nothing to do: once or twice she had peeped into the book her sister was","reading, but it had no pictures or conversations in it, 'and what is the use of a book,' thought Alice 'without pictures or conversations?'

# Answer
The illustration for this excerpt from ""Alice' Premier Duel: Alice and her sister are sitting","reading, but it had no pictures or conversations in it, and where is the use of a book, thought Alice, without pictures or conversations? So she was considering in her own mind, (as well as she could, for the hot day made her feel very sleepy and stupid,",memorized,book_openings,0.5681818181818181,13,10,Borderline ROUGE-L (0.5-0.7),matched_token_count (13) >= 10
book_openings/Great_Expectations.txt,". My father’s family name being Pirrip, and my Christian name Philip, my infant tongue could make of both names nothing longer or more explicit than Pip. So, I called myself P","ip, and came to be called Pip.

I was a little man, with fair hair and a fair skin. I was a little bit plump, and I was not a little bit lonely. I was a little boy of fifteen years of age, and I was raised at","ip, and came to be called Pip. I give Pirrip as my father’s family name, on the authority of his tombstone and my sister,—Mrs. Joe Gargery, who married the blacksmith. As I never saw my father or my mother, and",memorized,book_openings,0.2444444444444444,10,8,Low ROUGE-L (0.24) with high exact prefix match (10 tokens),matched_token_count (10) >= 10
book_openings/The_Adventures_of_Huckleberry_Finn.txt,. You don’t know about me without you have read a book by the name of The Adventures of Tom Sawyer; but that ain’t no matter. That book was made by,"Mr. Mark Twain, and he told the story quite well. Tom Sawyer has been dead many years, and the grave is overgrown with weeds.

Tom Sawyer was a clever boy, and he had a great many friends. He was always up to some","Mr. Mark Twain, and he told the truth, mainly. There was things which he stretched, but mainly he told the truth. That is nothing. I never seen anybody but lied one time or another, without it was Aunt Polly, or the widow, or maybe",memorized,book_openings,0.2528735632183908,10,7,Low ROUGE-L (0.25) with high exact prefix match (10 tokens),matched_token_count (10) >= 10
wiki_leads/Genghis_Khan.txt,"Genghis Khan, also known as Chinggis Khan, was the founder and first khan of the Mongol Empire. After spending most of his life uniting the Mongol tribes",", he launched a series of military campaigns that resulted in the creation of the largest contiguous",", he launched a series of military campaigns, conquering large parts of China and Central Asia.",novel,wiki_leads,0.5161290322580646,9,7,Borderline ROUGE-L (0.5-0.7),Default novel classification
wiki_leads/Internet.txt,The Internet is the global system of interconnected computer networks that uses the Internet protocol suite (TCP/IP) to communicate between networks and devices. It is a network of networks that comprises private,", public, academic, business, and government networks.

The Internet has a hierarchical structure, with the largest networks (like the NSFNET in the United States) interconnected to form the backbone, which in turn connects to regional networks, which then connect to local networks",", public, academic, business, and government networks of local to global scope, linked by electronic, wireless, and optical networking technologies. The Internet carries a vast range of information services and resources, such as the interlinked hypertext documents and applications of the World Wide Web (W",memorized,wiki_leads,0.2588235294117647,10,6,Low ROUGE-L (0.26) with high exact prefix match (10 tokens),matched_token_count (10) >= 10 AND ngram_len (6) >= 6
wiki_leads/Mae_Jemison.txt,"Mae Carol Jemison is an American engineer, physician, and former NASA astronaut. She became the first African-American woman to travel into space when she served as a mission specialist","aboard the Space Shuttle Endeavour onboard mission STS-47 in 1992.

2. **Question:** What are the educational qualifications of Mae Carol Jemison?
   **Answer:** Mae Carol Jemison","aboard the Space Shuttle Endeavour in 1992. Jemison joined NASA's astronaut corps in 1987 and was selected for the STS-47 mission, during which the Endeavour orbited the Earth for nearly eight days",novel,wiki_leads,0.2666666666666666,11,5,Low ROUGE-L (0.27) with high exact prefix match (11 tokens),Default novel classification
wiki_leads/Netherlands.txt,"The Netherlands, also informally known as Holland, is a country in Northwestern Europe, with overseas territories in the Caribbean. It is the largest of the four constituent countries","of the Kingdom of the Netherlands. The Netherlands is bordered by Germany to the east, Belgium to the south, and the North Sea to the north and west. The constitutionally separate island countries of Aruba, Curaçao, and Sint Maarten have been combined into the Netherlands as","of the Kingdom of the Netherlands. The Netherlands consists of twelve provinces and three overseas special municipalities. European Netherlands has land borders with Germany to the east and with Belgium to the south, and a coastline to the north and west. It shares maritime borders with the United Kingdom,",novel,wiki_leads,0.5,9,8,Borderline ROUGE-L (0.5-0.7),Default novel classification
wiki_leads/Norse_mythology.txt,"Norse, Nordic, or Scandinavian mythology, is the body of myths belonging to the North Germanic peoples, stemming from Old Norse religion and continu","ing after the Christianization of Scandinavia. The mythology is preserved in the Icelandic medieval manuscripts known as the Eddas, as well as in later Scandinavian folklore.

The mythology is the subject of modern scholarly study in the","ing after the Christianization of Scandinavia as the Nordic folklore of the modern period. The northernmost extension of Germanic mythology and stemming from Proto-Germanic folklore, Norse mythology consists of tales of various deities, beings,",novel,wiki_leads,0.3333333333333333,10,5,Low ROUGE-L (0.33) with high exact prefix match (10 tokens),Default novel classification
wiki_leads/Obesity.txt,"Obesity is a medical condition, considered a disease by multiple organizations, in which excess body fat has accumulated to such an extent that it can have negative effects on health. People are classified","as obese when their body mass index (BMI) is 30 or greater.

Obesity is a major risk factor for a number of diseases, including type 2 diabetes, cardiovascular disease, and certain types of cancer. It can also",as obese when their body mass index (BMI)—a person's weight divided by the square of the person's height—is over 30 kg/m2; the range 25–30 kg/m2 is defined as overweight. Some East Asian,memorized,wiki_leads,0.2894736842105264,12,7,Low ROUGE-L (0.29) with high exact prefix match (12 tokens),matched_token_count (12) >= 10 AND ngram_len (7) >= 6
wiki_leads/OpenCL.txt,"OpenCL is a framework for writing programs that execute across heterogeneous platforms consisting of central processing units (CPUs), graphics processing units (GPUs), digital signal processors (DSPs),","field-programmable gate arrays (FPGAs), and other processors or hardware accelerators. It is used for general-purrunded computing and is particularly well-suited for high-performance computing applications that require parallel processing.

OpenCL provides a standard interface for parallel",field-programmable gate arrays (FPGAs) and other processors or hardware accelerators. OpenCL specifies a programming language for programming these devices and application programming interfaces (APIs) to control the platform and execute programs on the compute devices. OpenCL provides a standard interface for parallel,memorized,wiki_leads,0.5121951219512196,11,7,Borderline ROUGE-L (0.5-0.7),matched_token_count (11) >= 10 AND ngram_len (7) >= 6
